address	pmid	latitude	longitude
Molecular and Cell Biology Program, Taiwan International Graduate Program, Academia Sinica and Graduate Institute of Life Science, National Defense Medical Center, Taipei, Taiwan, ROC.	34175931	25.03841	121.563705
Logic of Genomic Systems Laboratory, CNB-CSIC, Madrid, Spain.	34175930	40.41669	 -3.700345
Green Center for Systems Biology, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.81238	-96.85786
Department of Immunology, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.81238	-96.85786
Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA.	34175926	39.29044	-76.61233
Department of Pediatrics, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.81238	-96.85786
Department of Microbiology, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.81238	-96.85786
Center for Alzheimer's and Neurodegenerative Diseases, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.77798	-96.79621
Department of Pharmacology, University of Texas Southwestern Medical Center, Dallas, TX, USA.	34175926	32.81238	-96.85786
Animal Science & Health, Institute of Biology Leiden (IBL), Leiden University, Leiden, The Netherlands.	34164688	52.15825	  4.48769
Museum für Naturkunde, Leibniz-Institut für Evolutions- und Biodiversitätsforschung, Berlin, Germany.	34164688	52.52343	 13.41144
Naturalis Biodiversity Center, Leiden, The Netherlands.	34164688	52.16490	 4.473367
Paläontologisches Institut und Museum, Universität Zürich, Zürich, Switzerland.	34164688	47.38781	 8.527104
Departamento de Genética, Universidad de Granada, Lab 127 Centro de Investigación Biomédica, Granada, Spain.	34164688	37.17648	-3.597937
Laboratory for Evolutionary Morphology, RIKEN Center for Biosystems Dynamics Research, Kobe, Japan.	34164688	36.65523	139.27149
RIKEN Cluster for Pioneering Research, Kobe, Japan.	34164688	36.65523	139.27149
Institute of Vertebrate Biology, Czech Academy of Sciences, Brno, Czech Republic.	34164688	49.19205	 16.61319
Kirksville College of Osteopathic Medicine, A. T. Still University of Health Sciences, Kirksville, MO, USA.	34164688	 40.19336	-92.58992
School of BioSciences, The University of Melbourne, Melbourne, VIC, Australia.	34164688	-37.79608	144.96160
Division of Biological Sciences and Bond Life Sciences Center, University of Missouri, Columbia, MO, USA.	34157722	 38.95155	-92.32859
Department of Evolution and Ecology, University of California Davis, Davis, CA, USA.	34157722	38.54673	-121.74434
Institute of Economic Botany, The New York Botanical Garden, Bronx, NY, USA.	34157722	40.82615	 -73.92027
Department of Horticulture, Michigan State University, East Lansing, MI, USA.	34157722	42.73175	 -84.47867
Systems Biology Centre, University of Warwick, Coventry, United Kingdom.	34157722	52.37743	-1.566162
Agriculture and Environment Department, Harper Adams University, Newport, United Kingdom.	34157722	50.69948	-1.293190
School of Life Science, University of Warwick, Coventry, United Kingdom.	34157722	52.37375	-1.552792
School of Archaeology and Museology, Peking University, Beijing, China.	34157722	39.90750	116.39723000
Institute of Archaeology, University College London, London, United Kingdom.	34157722	51.46417	 -0.08824434
USDA, ARS Plant Genetic Resources Unit, Cornell AgriTech, Geneva, NY, USA.	34157722	42.86797	-76.98557300
School of Cultural Heritage, Northwest University, Xi'an, Shaanxi, China.	34157722	34.25833	108.928610
Department of Archaeology, Max Planck Institute for the Science of Human History, Jena, Germany.	34157722	50.92696	 11.586964
Division of Plant Breeding Methodology, Department of Crop Sciences, University of Goettingen, Goettingen, Germany.	34157722	51.53260	  9.928442
Division of Animal Sciences, University of Missouri, Columbia, MO, USA.	34157722	38.95155	-92.328594
Plant Breeding and Genetics Section, School of Integrative Plant Science, Cornell University, Ithaca, NY, USA.	34157722	42.44050	-76.495703
CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, InBIO Laboratório Associado, Universidade do Porto, Vairão, Portugal.	34157721	41.33221	 -8.670186
Departamento de Biologia, Faculdade de Ciências da Universidade do Porto, Porto, Portugal.	34157721	41.15177	 -8.638027
School for Environment and Sustainability, University of Michigan, Ann Arbor, MI, USA.	34157721	42.28142	-83.748478
School of Applied Sciences, University of Huddersfield, Quennsgate, Huddersfield, United Kingdom.	34157721	53.64508	 -1.777691
Centre for Palaeogenetics, Stockholm, Sweden.	34157721	59.33279	  18.06449
Department of Bioinformatics and Genetics, Swedish Museum of Natural History, Stockholm, Sweden.	34157721	59.36921	  18.05361
Wildlife Biology Program, University of Montana, Missoula, MT, USA.	34157721	46.87213	-113.99402
Office of Research and Creative Scholarship, University of Montana, Missoula, MT, USA.	34157721	46.87213	-113.99402
Mammal Research Institute, Polish Academy of Sciences, Białowieża, Poland.	34157721	52.70062	  23.86782
Department of Epidemiology and Biostatistics, Ministry of Education Key Laboratory of Environment and Health and State Key Laboratory of Environmental Health (Incubating), School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.	34152401	NA	NA
Cardiovascular Research Institute, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore.	34152401	1.293502	103.7743
NUHS Cardiovascular Diseases Translational Research Program, National University Health System, Singapore, Singapore.	34152401	1.289437	103.8500
Genome Institute of Singapore, Agency for Science, Technology and Research (A*STAR), Singapore, Singapore.	34152401	1.298207	103.7892
Department of Anatomy and Medical Imaging, School of Medical Science, Faculty of Medical and Health Sciences, The University of Auckland, Auckland, New Zealand.	34152401	-36.848379	174.7644
Department of Biotechnology, Indonesia International Institute for Life Sciences (i3L), Jakarta, Indonesia.	34152401	 -6.179152	106.8783
Department of Bioinformatics, Indonesia International Institute for Life Sciences (i3L), Jakarta, Indonesia.	34152401	 -6.179152	106.8783
Laboratory for Animal Social Evolution and Recognition, Department of Neurobiology and Behavior, Cornell University, Ithaca, NY 14853, USA.	34151983	42.45139	-76.481855
School of Biological Sciences, University of Bristol Bristol-Life Sciences Building, Bristol, United Kingdom.	34146107	51.45747	 -2.600312
Department of Zoology, University of Cambridge, Cambridge, United Kingdom.	34146107	52.20343	  0.120500
Baker Institute for Animal Health, Cornell University, Ithaca, NY, USA.	34146107	42.44823	-76.460502
Ecology and Evolutionary Biology, Cornell University, Ithaca, NY, USA.	34146107	42.44823	-76.460502
Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, United Kingdom.	34146107	55.95020	 -3.187563
Departament de Genètica, Microbiologia i Estadística and Institut de Recerca de la Biodiversitat (IRBio), Facultat de Biologia, Universitat de Barcelona, Barcelona, Catalonia, Spain.	34146103	41.38792	 2.169919
Departament de Química, Facultat de Ciències, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Spain.	34146103	41.50422	 2.100081
Institute of Science and Technology Austria, Klosterneuburg, Austria.	34146097	48.30516	16.324989
Skolkovo Institute of Science and Technology, Moscow, Russia.	34146097	55.75654	37.614920
CNRS, Biologie Intégrative des Organismes Marins (BIOM), Observatoire Océanologique, Sorbonne Université, Banyuls-sur-Mer, France.	34146097	47.69960	 1.508388
Physiologie Moléculaire et Adaptation, CNRS UMR7221, Département AVIV, Muséum National d'Histoire Naturelle, Paris, France.	34132815	48.86370	 2.361657
Laboratory of Molecular Anthropology & Centre for Genome Biology, Department of Biological, Geological and Environmental Sciences, University of Bologna, Italy.	34132815	44.49419	11.34652
Alma Mater Research Institute on Global Challenges and Climate Change, University of Bologna, Italy.	34132815	44.49419	11.34652
Department of Experimental, Diagnostic and Specialty Medicine (DIMES), University of Bologna, Bologna, Italy.	34132815	44.49419	11.34652
Clinical Chemistry, Department of Laboratory Medicine, Karolinska Institutet at Huddinge University Hospital, Stockholm, Sweden.	34132815	59.33279	18.064488
Institute of Information Technologies, Mathematics and Mechanics, Lobachevsky University, Nizhniy Novgorod, Russia.	34132815	56.32656	44.008110
Histoire Naturelle de l'Homme Préhistorique, CNRS UMR 7194, Département H&E, Muséum National d'Histoire Naturelle, Paris, France.	34132815	48.86370	 2.361657
Department of Biology, New York University, New York, NY, USA.	34132791	42.87117	-77.88528
Center for Genomics and Systems Biology, New York University, New York, NY, USA.	34132791	40.71305	-74.00723
Courant Math Institute, New York University, New York, NY, USA.	34132791	40.70083	-73.79889
Francis Crick Institute, London, United Kingdom.	34129037	51.53186	-0.1278621
Genetics Institute, University College London, London, United Kingdom.	34129037	51.52460	-0.1337725
Smurfit Institute of Genetics, Trinity College Dublin, Dublin, Republic of Ireland.	34129037	53.34499	-6.2561625
Department of Statistics, University of Oxford, Oxford, United Kingdom.	34129037	51.75804	 -1.254522
Wellcome Centre for Human Genetics, University of Oxford, Oxford, United Kingdom.	34129037	51.75463	 -1.241153
Department of Biological Sciences, Virginia Tech, Blacksburg, VI, USA.	34129031	37.23207	-80.416002
Philip L. Wright Zoological Museum, Division of Biological Sciences, University of Montana, Missoula, MT, USA.	34129031	46.87213	-113.9940
Division of Biological Sciences, University of Montana, Missoula, MT, USA.	34129031	46.87851	-113.8862
Department of Environmental Science, Policy, and Management, College of Natural Resources, University of California, Berkeley, CA, USA.	34117771	37.86906	-122.2705
Department of Integrative Biology, University of Texas at Austin, Austin, TX, USA.	34117766	30.26498	-97.74660
Institute of Ecology and Evolution, University of Bern, Bern, Switzerland.	34117766	46.94800	  7.44813
Department of Biology, Saint Mary's University, Halifax, NS, Canada.	34117766	44.62949	-63.58158
Université de Strasbourg, CNRS, GMGM UMR 7156, Strasbourg, France.	34115140	48.57939	 7.766970
Institut Universitaire de France (IUF), Paris, France.	34115140	48.82003	 2.338459
The Pirbright Institute, Ash Road, Pirbright, Woking, Surrey, United Kingdom.	34115138	51.28242	-0.628377
Big Data Institute, Li Ka Shing Centre for Health Information and Discovery, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom.	34115138	51.75463	-1.241153
Division of Virology, Kimron Veterinary Institute, Beit Dagan, Israel.	34115138	32.00247	34.828733
Federal Governmental Budgetary Institution Federal Centre for Animal Health (FGBI ARRIAH), Yur'evets, Vladimir, Russia.	34115138	56.10138	40.269810
Central Veterinary Diagnostic and Research Laboratory, Kabul, Afghanistan.	34115138	34.52184	69.18067
Faculty of Veterinary Medicine, Harran University, Sanliurfa, Turkey.	34115138	36.86365	39.02166
Foot and Mouth Disease (ŞAP) Institute, Ankara, Turkey.	34115138	39.89652	32.86197
Iran Veterinary Organization, Ministry of Jihad-e-Agriculture, Tehran, Iran.	34115138	35.68640	51.43286
Livestock and Dairy Development Department, Government of Punjab, Rawalpindi, Pakistan.	34115138	33.59733	73.04790
Food and Agriculture Organization of the United Nations, Pakistan Office, Islamabad Pakistan.	34115138	33.72148	73.04329
Research Group for Evolutionary Immunogenomics, Max Planck Institute for Evolutionary Biology, Plön, Germany.	34110412	54.24335	 10.363704
Research Unit for Evolutionary Immunogenomics, Department of Biology, Universität Hamburg, Hamburg, Germany.	34110412	53.55725	  9.995966
Laboratory of Genetics, University of Wisconsin-Madison, Madison, WI, USA.	34097068	43.07185	-89.407893
Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, ON, Canada.	34097067	43.66300	-79.39355
Center for Analysis of Genome Evolution and Function, University of Toronto, Toronto, ON, Canada.	34097067	43.66300	-79.39355
Department of Bioinformatics, School of Basic Medical Sciences, Southern Medical University, Guangzhou, China.	34097064	23.11667	113.25000
Guangdong Provincial Key Laboratory of Proteomics, School of Basic Medical Sciences, Southern Medical University, Guangzhou, China.	34097064	23.11667	113.2500
Department of Biotechnology, Beijing Institute of Radiation Medicine, Beijing, China.	34097064	39.90750	116.3972
Division of Laboratory Medicine, Microbiome Medicine Center, Zhujiang Hospital, Southern Medical University, Guangzhou, China.	34097064	23.11667	113.2500
Department of Ecology and Evolutionary Biology, Yale University, New Haven, CT, USA.	34097041	41.30825	-72.92416
Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA.	34097041	36.14578	-86.80846
State Key Laboratory of Rice Biology and Ministry of Agriculture Key Lab of Molecular Biology of Crop Pathogens and Insects, Institute of Insect Sciences, Zhejiang University, Hangzhou, China.	34097041	30.29365	120.16142
Yale Center for Research Computing, Yale University, New Haven, CT, USA.	34097041	41.30825	-72.92416
Computational and Statistical Genomics Branch, Division of Intramural Research, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, USA.	34048573	38.98485	-77.09269
Department of Ecology and Evolutionary Biology, University of Michigan, Ann Arbor, MI, USA.	34043802	42.28142	-83.74848
Department of Biology, University of Washington, Seattle, WA, USA.	34043795	47.65655	-122.3126
Computational Biology Program, Fred Hutchinson Cancer Research Center, Seattle, WA, USA.	34043795	47.62734	-122.3316
Department of Genome Sciences, University of Washington, Seattle, WA, USA.	34043795	47.65130	-122.3127
Department of Molecular and Cellular Biology, University of Arizona, Tucson, AZ, USA.	34043790	32.22188	-110.97123
Department of Biology, Stanford University, Stanford, CA, USA.	34043790	37.43356	-122.17193
Department of Chemistry, University of Pennsylvania, Philadelphia, PA, USA.	34043790	39.95242	 -75.19661
Center for Genomic Sciences, National Autonomous University of Mexico, MR, Mexico.	34043790	19.32889	 -99.18722
Department of Human Genetics, McGill University, Montreal, QC, Canada.	34043790	45.50887	 -73.55424
Division of Biological Sciences, University of Montana, Missoula, MT, USA.	34037784	46.87851	-113.88617
Southwest Biological Science Center, U.S. Geological Survey, Flagstaff, AZ, USA.	34037784	35.19818	-111.65132
Ecology, Evolution, and Behavior Program, Department of Integrative Biology, Michigan State University, East Lansing, MI, USA.	34037784	42.73363	 -84.55393
School of Biological Sciences, University of Nebraska, Lincoln, NE, USA.	34037784	40.81752	 -96.70057
Department of Biological Sciences, University of South Carolina, Columbia, SC, USA.	34037784	33.99532	-81.02742
Raymond and Beverly Sackler School of Physics and Astronomy, Tel Aviv University, Tel Aviv, Israel.	34022057	32.07358	 34.78805
The Eugene Bell Center, Marine Biological Laboratory, Woods Hole, MA, USA.	34022057	41.52539	-70.67253
Laboratoire de Biométrie et Biologie Evolutive UMR 5558, CNRS, Université de Lyon, Villeurbanne, France.	34021759	45.76611	  4.87944
CIRAD, INRAE, Institut Agro, IRD, CBGP - University of Montpellier, Montpellier, France.	34021759	43.61130	  3.87710
Key Laboratory of Computational Biology, Shanghai Institute of Nutrition and Health, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Shanghai, China.	34021754	31.22222	121.45806
Key Laboratory of Fertility Preservation and Maintenance, The General Hospital, Ningxia Medical University, Yinchuan, Ningxia, China.	34021754	38.46806	106.2731
School of Life Science and Technology, ShanghaiTech University, Shanghai, China.	34021754	31.22222	121.4581
State Key Laboratory of Genetic Engineering, Collaborative Innovation Center for Genetics and Development, School of Life Sciences, Fudan University, Shanghai, China.	34021754	31.22222	121.4581
Center for Excellence in Animal Evolution and Genetics, Chinese Academy of Sciences, Kunming, China.	34021754	25.03889	102.7183
Henan Institute of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou, China.	34021754	34.75778	113.6486
Human Phenome Institute, Fudan University, Shanghai, China.	34021754	31.22222	121.4581
Centre for Tropical Livestock Genetics and Health (CTLGH), The Roslin Institute, University of Edinburgh, Edinburgh, United Kingdom.	34021753	55.950196	-3.187563
Cells, Organism and Molecular Genetics, School of Life Sciences, University of Nottingham, Nottingham, United Kingdom.	34021753	52.956216	-1.151201
LiveGene-CTLGH, International Livestock Research Institute (ILRI) Ethiopia, Addis Ababa, Ethiopia.	34021753	 9.033138	38.750077
Amhara Regional Agricultural Research Institute, Bahir Dar, Ethiopia.	34021753	11.58879	37.388116
Wageningen University & Research Animal Breeding and Genomics, Wageningen, The Netherlands.	34021753	51.98507	 5.664010
Department of Biochemistry & Systems Biology, Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool, United Kingdom.	34021750	53.41078	-2.977838
Ashworth Laboratories, Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, United Kingdom.	34014311	55.95020	-3.1875632
British Antarctic Survey, Natural Environment Research Council, Cambridge, United Kingdom.	34014311	52.20488	 0.1197088
Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, United Kingdom.	34014311	52.08628	 0.1811263
Department of Biology, University of Oregon, Eugene, OR, USA.	34009339	44.04200	-123.0753
Institute of Ecology and Evolution, University of Oregon, Eugene, OR, USA.	34009339	44.04200	-123.0753
British Columbia Centre for Excellence in HIV/AIDS, Vancouver, BC, Canada.	34009339	49.26164	-123.1133
Bioinformatics, University of British Columbia, Vancouver, BC, Canada.	34009339	49.28072	-123.1286
Biodiversity Research Centre, University of British Columbia, Vancouver, BC, Canada.	34009339	49.28072	-123.1286
Department of Zoology, University of British Columbia, Vancouver, BC, Canada.	34009339	49.28072	-123.1286
Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, ON, Canada.	34009339	43.66300	 -79.39355
Department of Medicine, University of British Columbia, Vancouver, BC, Canada.	34009339	49.28072	-123.12855
Genome Center, University of California Davis, CA, USA.	34009325	38.55450	-121.45504
Integrative Genetics and Genomics Graduate Group, University of California Davis, CA, USA.	34009325	38.54673	-121.7443
MIND Institute, University of California, Davis, CA, USA.	34009325	38.54968	-121.4465
Autism Research Training Program, University of California, Davis, CA, USA.	34009325	38.53455	-121.7521
Postbaccalaureate Research Education Program, University of California, Davis, CA, USA.	34009325	38.54673	-121.7443
Department of Biochemistry & Molecular Medicine, University of California, Davis, CA, USA.	34009325	38.54673	-121.7443
Beijing Nuclear Magnetic Resonance Center, College of Chemistry and Molecular Engineering, and School of Life Sciences, Peking University, Beijing, China.	34003286	39.90750	 116.3972
Department of Molecular Genetics, University of Toronto, Toronto, ON, Canada.	34003286	43.66300	-79.39355
College of Fisheries, Key Lab of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education/Key Lab of Freshwater Animal Breeding, Ministry of Agriculture and Rural Affairs, Huazhong Agricultural University, Wuhan, China.	34003267	NA	NA
Hubei Hongshan Laboratory, Engineering Research Center of Green Development for Conventional Aquatic Biological Industry in the Yangtze River Economic Belt, Ministry of Education, Wuhan, China.	34003267	31.67738	112.90878
BGI Genomics, BGI-Shenzhen, Shenzhen, China.	34003267	22.54554	114.06830
Science for Life Laboratory, Department of Medical Biochemistry and Microbiology, Uppsala University, Uppsala, Sweden.	34003267	59.85813	 17.64462
Department of Veterinary Integrative Biosciences, Texas A&M University, College Station, TX, USA.	34003267	30.62780	-96.33499
Department of Animal Breeding and Genetics, Swedish University of Agricultural Sciences, Uppsala, Sweden.	34003267	59.85813	17.64462
Max Planck Institute for the Science of Human History, Jena, Germany.	34002224	50.92696	11.58696
Institute of Clinical Molecular Biology, Kiel University, Kiel, Germany.	34002224	54.32276	10.13590
Institute of Archaeological Sciences, University of Tübingen, Tübingen, Germany.	34002224	48.5229	 9.052098
Max Planck Institute for Infection Biology, Berlin, Germany.	34002224	52.4444	13.273187
Applied Bioinformatics, Department for Computer Science, University of Tübingen, Tübingen, Germany.	34002224	48.5229	 9.052098
Division of Biomedical Informatics and Personalized Medicine, and Department of Immunology & Microbiology, University of Colorado, Boulder, CO, USA.	34002224	40.00571	-105.259009
Immunogenetics Unit, Técnicas Genéticas Aplicadas a la Clínica (TGAC), Mexico City, Mexico.	34002224	19.43268	 -99.134211
DKMS, Tübingen, Germany.	34002224	48.52290	   9.052098
Institute of Evolutionary Medicine, University of Zurich, Zurich, Switzerland.	34002224	47.38781	8.527104
Institute for Archaeological Sciences, WG Palaeoanthropology, University of Tübingen, Tübingen, Germany.	34002224	48.52290	9.052098
State Office for Cultural Heritage Management, Stuttgart Regional Council, Esslingen, Germany.	34002224	48.64812	9.368558
UCSF Weill Institute for Neurosciences, Department of Neurology, University of California, San Francisco, CA, USA.	34002224	37.78008	-122.420162
Institute for Bioinformatics and Medical Informatics, University of Tübingen, Tübingen, Germany.	34002224	48.52290	   9.052098
Quantitative Biology Center, University of Tübingen, Tübingen, Germany.	34002224	48.52290	   9.052098
Translational Bioinformatics, University Hospital Tübingen, Tübingen, Germany.	34002224	48.52290	 9.052098
Biomolecular Interactions, Max Planck Institute for Developmental Biology, Tübingen, Germany.	34002224	48.52290	 9.052098
Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany.	34002224	51.33969	12.371356
Department of Gastroenterology, Shanghai 10th People's Hospital, School of Life Sciences and Technology, Tongji University, Shanghai, China.	33993308	31.22222	121.4581
Shenzhen Key Laboratory of Marine Archaea Geo-Omics, Southern University of Science and Technology, Shenzhen, China.	33993308	22.54554	114.0683
Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou), Guangzhou, China.	33993308	23.11667	113.2500
Department of Biogeochemistry, Shanghai Sheshan National Geophysical Observatory, 201602 Shanghai, China.	33993308	31.10111	121.179380
Global Systems Institute, University of Exeter, Exeter, United Kingdom.	33993308	50.72161	 -3.510171
State Key Laboratory of Palaeobiology and Stratigraphy & Center for Excellence in Life and Paleoenvironment, Nanjing Institute of Geology and Palaeontology, Chinese Academy of Sciences, Nanjing, China.	33993308	NA	NA
College of Earth and Planetary Sciences, University of Chinese Academy of Sciences, Beijing, China.	33993308	39.90750	116.39723
Department of Earth & Planetary Sciences, Yale University, New Haven, CT, USA.	33983409	41.30825	-72.92416
Department of Molecular and Cell Biology, University of Connecticut, Storrs, CT, USA.	33983366	41.80112	-72.24100
Department of Medicine, Knight Cardiovascular Institute, Oregon Health and Science University, Portland, OR, USA.	33983366	45.51602	-122.68143
Institute for Systems Genomics, University of Connecticut, Storrs, CT, USA.	33983366	41.80112	 -72.24100
Department of Genomics and Genome Sciences, UConn Health, Farmington, CT, USA.	33983366	41.72654	 -72.82506
Division of Genetics, Oregon National Primate Research Center, Beaverton, OR, USA.	33983366	45.48660	-122.7956
Department of Molecular and Medical Genetics, Oregon Health and Science University, Portland, OR, USA.	33983366	45.51602	-122.6814
Department of Medical Informatics and Clinical Epidemiology, Oregon Health and Science University, Portland, OR, USA.	33983366	45.51602	-122.6814
Univ Rennes, Inria, CNRS, IRISA, Rennes, France.	33974066	48.11158	 -1.680054
Université Lyon 1, CNRS, UMR5558, Laboratoire de Biométrie et Biologie Évolutive, Villeurbanne, France.	33974066	45.76652	  4.879595
Center for Microbiome Informatics and Therapeutics, Massachusetts Institute of Technology, Cambridge, MA, USA.	33974066	42.35818	-71.093093
Univ Grenoble Alpes, CNRS, CEA, IBS, Grenoble, France.	33974066	45.17417	  5.711227
MTA-ELTE Lendulet Evolutionary Genomics Research Group, Budapest, Hungary.	33974066	47.49814	 19.040553
National Key Laboratory of Crop Genetic Improvement, Huazhong Agricultural University, Wuhan, Hubei, China.	33973633	30.58333	114.266670
State Key Laboratory of Cotton Biology, Institute of Cotton Research, Chinese Academy of Agricultural Sciences, Anyang, Henan, China.	33973633	36.09600	114.38278
Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, USA.	33973633	42.00632	-93.63691
Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA.	33973014	36.14148	-86.79826
Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA.	33973014	36.14578	 -86.808460
Bakar Computational Health Sciences Institute and Department of Epidemiology and Biostatistics, University of California, San Francisco, CA, USA.	33973014	37.78008	-122.420162
Univ Lyon, Université Lyon 1, CNRS, Laboratoire de Biométrie et Biologie Evolutive UMR5558, Villeurbanne, France.	33964160	45.76652	   4.879595
Department of Genetics, University of Georgia, Athens, GA, USA.	33964159	33.95741	-83.376798
Department of Animal and Plant Sciences, University of Sheffield, Sheffield, United Kingdom.	33964159	53.38305	 -1.464795
State Key Laboratory of Tea Plant Biology and Utilization, Anhui Agricultural University, Hefei, China.	33964159	31.86389	117.280830
Département de Biologie, Institut de Biologie Intégrative et des Systèmes (IBIS), Université Laval, Québec, Canada.	33963409	45.56095	-73.680902
Department of Ecology, Environment and Plant Sciences, Science for Life Laboratory, Stockholm University, Stockholm, Sweden.	33963409	59.33279	 18.064488
Department of Ecology and Evolution, University of Lausanne, Lausanne, Switzerland.	33963409	46.51963	  6.632128
McGill Genome Center, McGill University, Montréal, Canada.	33963409	 45.51289	-73.57512
Seafood Research Unit, Plant & Food Research, Port Nelson, Nelson, New Zealand.	33963409	-41.27447	173.28544
School of Biological Sciences, University of Auckland, Auckland, New Zealand.	33963409	-36.86122	174.76937
School of Life Sciences, University of Nottingham, Nottingham, United Kingdom.	33963386	52.94044	 -1.179960
Institute of Microbiology and Infection, College of Medical and Dental Sciences, University of Birmingham, Birmingham, United Kingdom.	33963386	52.48290	 -1.893462
Institute of Environment, Department of Biological Sciences, Florida International University, Miami, FL, USA.	33956142	25.77508	-80.194702
Biology Department, University of Nevada, Reno, NV, USA.	33956142	39.54220	-119.81635
Department of Biology, San Francisco State University, San Francisco, CA, USA.	33956142	37.72323	-122.47818
Ecological Genetics Research Unit, Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, Helsinki, Finland.	33956140	60.16952	  24.93545
Research Division for Ecology and Biodiversity, The School of Biological Sciences, The University of Hong Kong, Hong Kong SAR, China.	33956140	28.20000	87.700000
Molecular Ecology and Evolution Bangor, Environment Centre Wales, School of Natural Sciences, Bangor University, Bangor, United Kingdom.	33950261	53.22797	-4.128214
Royal Botanic Gardens, Kew, Richmond, United Kingdom.	33950261	51.47875	-0.295570
FRB-CESAB, Institut Bouisson Bertrand, Rue de l'École de Médecine, Montpellier, France.	33950261	 43.61278	  3.8736922
Centre for Ecology, Evolution & Behaviour, Department of Biological Sciences, School for Life Sciences and the Environment, Royal Holloway University of London, Egham, United Kingdom.	33950261	 51.43075	 -0.5481532
School of Plant Biology, University of Western Australia, Crawley, WA, Australia.	33950261	-31.97885	115.8182408
National Biofilms Innovation Centre, Department of Biological Sciences, University of Southampton, Southampton, United Kingdom.	33950261	50.90497	-1.403234
Department of Animal and Plant Sciences, University of Sheffield, Sheffield, United Kingdom.	33950261	53.38305	-1.464795
Department of Natural History, Norwegian University of Science and Technology, NTNU University Museum, Trondheim, Norway.	33950261	63.41937	10.402100
Biosciences, University of Exeter, Exeter, United Kingdom.	33950261	50.70878	 -3.514034
Université Paris-Saclay, CNRS, IRD, UMR Évolution, Génomes, Comportement et Écologie, Gif-sur-Yvette, France.	33950257	48.70183	  2.133961
NOAA National Systematics Laboratory, National Museum of Natural History, Smithsonian Institution, Washington, DC, USA.	33950257	38.89122	-77.026090
Department of Paleobiology, National Museum of Natural History, Smithsonian Institution, Washington, DC, USA.	33950257	 38.89122	-77.026090
Independent Researcher, Nambour, QLD, PO Box 21, Australia.	33950257	-26.62935	152.959360
Université de Paris, Laboratoire Interdisciplinaire des Energies de Demain, Paris, France.	33950257	 48.86370	  2.361657
Université Paris-Saclay, CNRS, Institut des Neurosciences Paris-Saclay, Gif-sur-Yvette, France.	33950257	48.70183	 2.133961
Université de Paris, UFR Sciences du Vivant, Paris, France.	33950257	48.85254	 2.341614
Institute of Evolutionary Biology, School of Biological Sciences, University of Edinburgh, Edinburgh, United Kingdom.	33950243	55.95020	-3.187563
Department of Biology, Concordia University, Montreal, QC, Canada.	33950243	45.50887	-73.554242
Institute of Plant Breeding, Seed Science and Population Genetics, University of Hohenheim, Stuttgart, Germany.	33950243	48.71389	  9.216207
Department of Biology, University of Toronto Mississauga, Mississauga, ON, Canada.	33950243	43.54888	-79.662801
Center for Computational Genetics and Genomics, Temple University, Philadelphia, PA, USA.	33950197	39.95106	 -75.16562
Department of Biological Sciences, California State University San Marcos, San Marcos, CA, USA.	33950197	33.12849	-117.15943
Department of Ecology, Tibetan Centre for Ecology and Conservation at WHU-TU, Hubei Key Laboratory of Cell Homeostasis, College of Life Sciences, Wuhan University, Wuhan, China.	33944941	30.58333	 114.26667
Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Institute of Plateau Biology, Chinese Academy of Sciences, Xining, China.	33944941	36.62554	101.7574
Research Center for Ecology, College of Science, Tibet University, Lhasa, China.	33944941	29.65000	 91.1000
Xining Wildlife Park of Qinghai Province, Xining, China.	33944941	36.62554	101.7574
State Key Laboratory of Desert and Oasis Ecology, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Urumqi, China.	33944941	43.80096	 87.6004600
