Department of Biology, Berry College, Rome, Georgia, USA.	38736374
Department of Vertebrate Zoology, National Museum of Natural History, Smithsonian Institution, Washington DC, USA.	38736374
Department of Herpetology, California Academy of Sciences, San Francisco, California, USA.	38736374
Department of Biology, Amphibian and Reptile Diversity Research Center, The University of Texas at Arlington, Arlington, TX, USA.	38736374
Department of Life Sciences, Natural History Museum, London, UK.	38736374
Department of Biology & Centre for Vision Research, York University, Toronto, Ontario, CAN.	38736374
State Key Laboratory of Subtropical Silviculture, College of Forestry and Biotechnology, Zhejiang A&F University, Hangzhou 311300, China.	38723179
Zhejiang International Science and Technology Cooperation Base for Plant Germplasm Resources Conservation and Utilization, Zhejiang A&F University, Hangzhou 311300, China.	38723179
Environment and Sustainability Institute, Penryn Campus, Penryn TR10 9FE, UK.	38717941
Naturalis Biodiversity Center, P.O. Box 9517, 2300 RA Leiden, The Netherlands.	38717941
Institute of Biology Leiden, Leiden University, 2333 BE Leiden, The Netherlands.	38717941
Organisms and Ecosystems, Earlham Institute, Norwich NR4 7UZ, UK.	38717941
Gut Microbes and Health, Quadram Institute, Norwich NR4 7UQ, UK.	38717941
European Centre for Environment and Human Health, Penryn Campus, Penryn TR10 9FE, UK.	38717941
Department of Biology, Carleton University, Ottawa, ON K1S 5B6, Canada.	38709811
Department of Biology, University of Ottawa, Ottawa, ON K1N 6N5, Canada.	38709811
Department of Biology, McGill University, Montreal, QC H3A 1B1, Canada.	38709811
Institute of Ecology and Evolution, University of Bern, Bern, Switzerland.	38709811
Division of Theoretical Ecology and Evolution, Swiss Institute of Bioinformatics, Lausanne, Switzerland.	38709811
Evolutionary Dynamics Group, Gulbenkian Science Institute, Oeiras, Portugal.	38709811
Department of Ecology, Environment and Plant Sciences, Science for Life Laboratory, Stockholm University, Stockholm, Sweden.	38709782
Department of Immunology, Genetics and Pathology, Uppsala Genome Center, Science for Life Laboratory, Uppsala University, Uppsala, Sweden.	38709782
Department of Medical Biochemistry and Microbiology, Uppsala University, National Bioinformatics Infrastructure Sweden (NBIS), Science for Life Laboratory, Uppsala University, Uppsala, Sweden.	38709782
Department of Genetics, University of Granada, Granada, Spain.	38709782
Department of Plant Biology and Ecology, University of Seville, Seville, Spain.	38709782
Department of Biology, Duke University, Box 90338, Durham, NC 27708-0338, USA.	38696269
Rudolf Peierls Centre for Theoretical Physics, University of Oxford, Oxford, UK.	38693911
Faculty of Environment, Science and Economy, University of Exeter, Exeter, UK.	38693911
Department of Biological Sciences, University of Bergen, Bergen, Norway.	38679468
Faculty of Biological Sciences, Friedrich Schiller University, Institute for Zoology and Evolutionary Research, Jena, Germany.	38679468
Department of Ecology, Evolution and Behavior, Alexander Silberman Institute of Life Sciences, The Hebrew University of Jerusalem, 9190401 Jerusalem, Israel.	38676945
Institut für Populationsgenetik, University of Veterinary Medicine, Veterinärplatz 1, Vienna 1210, Austria.	38667829
Vienna Graduate School of Population Genetics, Vienna, Austria.	38667829
Centre for Biological Diversity, School of Biology, University of St Andrews, Fife KY16 9TH, UK.	38667829
Groningen Institute of Archaeology, University of Groningen, Groningen, The Netherlands.	38662789
Smurfit Institute of Genetics, Trinity College Dublin, Dublin D02 PN40, Ireland.	38662789
Palaeogenetics Group, Institute of Organismic and Molecular Evolution (iOME), Johannes Gutenberg-University Mainz, 55099 Mainz, Germany.	38662789
Key Laboratory of Animal Genetics, Breeding and Reproduction of Shaanxi Province, College of Animal Science and Technology, Northwest A&F University, Yangling 712100, China.	38662789
Institute for Prehistory and Protohistory, University of Cologne, 50931 Cologne, Germany.	38662789
LEIZA, Archaeological Research Centre and Museum for Human Behavioural Evolution, Schloss Monrepos, D - 56567 Neuwied, Germany.	38662789
Animal Breeding and Genomics, Wageningen University and Research, Wageningen, The Netherlands.	38662789
Laboratory of Genetics, Wageningen University & Research, the Netherlands.	38652808
Department of Veterinary Sciences, Faculty of Agriculture, University of Miyazaki, Miyazaki, Japan.	38649162
Mouse Genomics Resource Laboratory, National Institute of Genetics, Mishima, Japan.	38649162
Department of Genetics, SOKENDAI (The Graduate University for Advanced Studies), Shizuoka, Japan.	38649162
Curatorial Division, Museum of Natural and Environmental History, Shizuoka, Japan.	38649162
Present address: College of Bioresource Sciences, Nihon University, Fujisawa, Japan.	38649162
Comparative Genomics Laboratory, National Institute of Genetics, Shizuoka, Japan.	38649162
Department of Applied Biological Chemistry, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Tokyo, Japan.	38649162
Wildlife Research Center, Kyoto University, Kyoto, Japan.	38649162
Present address: Biosphere Informatics Laboratory, Department of Social Informatics, Graduate School of Informatics, Kyoto, Japan.	38649162
Livestock and Poultry Research Centre, College of Basic and Applied Sciences, University of Ghana, Accra, Ghana.	38649162
Department of Animal Science, College of Basic and Applied Sciences, University of Ghana, Accra, Ghana.	38649162
Theoretical Biology and Biophysics, Los Alamos National Laboratory, Los Alamos NM, USA.	38648521
Center for the Study of Complex Systems and Departments of Ecology & Evolutionary Biology and Mathematics, University of Michigan, Ann Arbor MI, USA.	38648521
Santa Fe Institute, 1399 Hyde Park Road, Santa Fe NM, USA.	38648521
Genetics Graduate Interdisciplinary Program, University of Arizona, Tucson, AZ 85721, USA.	38636507
Department of Molecular & Cellular Biology, University of Arizona, Tucson, AZ 85721, USA.	38636507
GeoBio-Center, Ludwig-Maximilians-Universität München, Munich 80333, Germany.	38630635
Department of Earth and Environmental Sciences, Paleontology & Geobiology, Ludwig-Maximilians-Universität München, Munich 80333, Germany.	38630635
Department of Molecular Biosciences, The Wenner-Gren Institute, Stockholm University, Stockholm, Sweden.	38606905
Department of Biological Sciences, University of the Pacific, Stockton, CA, USA.	38606905
Louvain Institute of Biomolecular Science and Technology, Université catholique de Louvain, Louvain-la-Neuve, Belgium.	38606905
Department of Biology, Sonoma State University, Rohnert Park, CA, USA.	38606905
Biomedical Research Centre, Norwich Medical School, University of East Anglia, Norwich, UK.	38606905
Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, Canada.	38606901
Department of Plant Developmental Genetics, Institute of Biophysics of the Czech Academy of Sciences, Brno, Czech Republic.	38606901
National Centre for Biomolecular Research, Faculty of Science, Masaryk University, Brno, Czech Republic.	38606901
Department of Biology, Queen's University, Kingston, Canada.	38606901
Centre for Analysis of Genome Evolution and Function, University of Toronto, Toronto, Canada.	38606901
School of Biological Sciences, University of California San Diego, La Jolla, CA, USA.	38586942
Department of Chemistry and Biochemistry, University of California San Diego, La Jolla, CA, USA.	38586942
Department of Cellular and Molecular Medicine, University of California San Diego, La Jolla, CA, USA.	38586942
Bioinformatics Research Center, Aarhus University, Denmark.	38577958
Centre for Ecology and Conservation, University of Exeter, Penryn Campus, Cornwall TR10 9FE, UK.	38577785
Laboratory of Evolutionary Genetics, Institute of Biology, University of Neuchâtel, 2000 Neuchâtel, Switzerland.	38577785
Institute of Evolutionary Biology, University of Edinburgh, Edinburgh EH9 3FL, UK.	38577785
Department of Biology and Centre for Vision Research, York University, Toronto, Ontario, Canada.	38573520
Department of Vertebrate Zoology, National Museum of Natural History, Smithsonian Institution, Washington, DC, USA.	38573520
Department of Biology, Amphibian and Reptile Diversity Research Center, The University of Texas at Arlington, Arlington, TX, USA.	38573520
Natural History Museum, London, UK.	38573520
Department of Biomedical Sciences, Cornell University College of Veterinary Medicine, Ithaca, NY, USA.	38573520
Institute de Recherches Agronomiques et Forestières, Libreville, Gabon.	38573520
Department of Biology and One Health Microbiome Center, Center for Infectious Disease Dynamics, The Huck Institutes of the Life Sciences, The Pennsylvania State University, University Park, PA, USA.	38573520
Laboratorio de Zoología Terrestre, Instituto de Biodiversidad Tropical IBIOTROP, Colegio de Ciencias Biológicas y Ambientales, Universidad San Francisco de Quito USFQ, Quito, Ecuador.	38573520
Centre for Conservation Ecology and Genomics, Institute for Applied Ecology, University of Canberra, Bruce, ACT, Australia.	38573520
Department of Biological Sciences, University of Denver, Denver, USA.	38573520
Department of Biodiversity and Center of Aquaculture-CAUNESP, I.B., São Paulo State University, Rio Claro, São Paulo, Brazil.	38573520
Amphibian Evolution Lab, Biology Department, Vrije Universiteit Brussel, Brussels, Belgium.	38573520
Centre for Biodiversity and Environment Research, Department of Genetics, Evolution and Environment, University College London, London, UK.	38573520
Island Biodiversity and Conservation Centre, University of Seychelles, Mahé, Seychelles.	38573520
School of Natural and Environmental Sciences, Newcastle University, Newcastle Upon Tyne, UK.	38573520
Department of Biological Sciences, The University of Newcastle, Newcastle 2308, Australia.	38573520
Programa de Pós-graduação em Conservação da Fauna, Universidade Federal de São Carlos, São Carlos, Brazil.	38573520
Independent Scholar, London, UK.	38573520
School of Biological Sciences, The University of Western Australia, Crawley, WA 6009, Australia.	38573520
Department of Herpetology, California Academy of Sciences, San Francisco, CA, USA.	38573520
Department of Biology, Lund University, Lund, Sweden.	38573520
Gabon Biodiversity Program, Center for Conservation and Sustainability, Smithsonian National Zoo and Conservation Biology Institute, Gamba, Gabon.	38573520
Department of Organismic and Evolutionary Biology, Museum of Comparative Zoology, Harvard University, Cambridge, MA, USA.	38573520
Microbiology Department, Institut Pasteur, Université Paris Cité, Biology of Spirochetes Unit, Paris, France.	38573174
INRS-Centre Armand-Frappier Santé Biotechnologie, Bacterial Symbionts Evolution, Laval, Quebec H7V 1B7, Canada.	38573174
Key Laboratory of Adaptation and Evolution of Plateau Biota, Northwest Institute of Plateau Biology, Chinese Academy of Sciences, Xining, China.	38552245
University of Chinese Academy of Sciences, Beijing, China.	38552245
Qinghai Provincial Key Laboratory of Animal Ecological Genomics, Northwest Institute of Plateau Biology, Chinese Academy of Sciences, Xining, China.	38552245
Smurfit Institute of Genetics, Trinity College Dublin, Dublin 2, Ireland.	38533900
The SFI Centre for Research Training in Genomics Data Science, University of Galway, Galway, Ireland.	38533900
Department of Archaeology, University College Cork, Cork, Ireland.	38533900
Faculty of Science, Atlantic Technological University, Sligo, Ireland.	38533900
School of History, Classics and Archaeology, University of Edinburgh, Edinburgh EH8 9AG, UK.	38533900
Department of Bacteriology, University of Wisconsin-Madison, Madison, WI, USA.	38526235
Laboratory of Evolutionary Genetics and Genomics, The Rockefeller University, New York, NY, USA.	38518286
Proteomics Resource Center, The Rockefeller University, New York, NY, USA.	38518286
Departament de Biologia Cel·lular, Fisiologia i Immunologia, Universitat Autònoma de Barcelona, Cerdanyola del Vallès 08193, Barcelona, Spain.	38513632
Institut de Biotecnologia i Biomedicina, Universitat Autònoma de Barcelona, Cerdanyola del Vallès 08193, Barcelona, Spain.	38513632
Departament de Genètica i Microbiologia, Universitat Autònoma de Barcelona, Cerdanyola del Vallès 08193, Barcelona, Spain.	38513632
Departament de Biologia Animal, Biologia Vegetal i Ecologia, Universitat Autònoma de Barcelona, Cerdanyola del Vallès 08193, Barcelona, Spain.	38513632
Small Mammals Research Unit, Granollers Museum of Natural Sciences, Granollers 08402, Barcelona, Spain.	38513632
Center for Biological Data Science, Life Sciences, Virginia Commonwealth University, Richmond, VA, USA.	38513084
Department of Biology, University of Nevada Reno, Reno, NV, USA.	38513084
Florida Museum of Natural History, University of Florida, Gainesville, FL, USA.	38513084
Department of Microbiology and Cell Biology, Montana State University, Bozeman, MT 59717, USA.	38507667
Basic Sciences Division, Fred Hutchinson Cancer Center, Seattle, WA 98109, USA.	38507667
Howard Hughes Medical Institute, Fred Hutchinson Cancer Center, Seattle, WA 98109, USA.	38507667
Department of Physics and Astronomy, University of California, Riverside, CA 92521, USA.	38507665
Department of Computational and Systems Biology, University of Pittsburgh School of Medicine, Pittsburgh, PA 15260, USA.	38507665
China-Central Asia "the Belt and Road" Joint Laboratory on Human and Environment Research, Key Laboratory of Cultural Heritage Research and Conservation, School of Culture Heritage, Northwest University, Xi'an, China.	38507661
Key Laboratory of Vertebrate Evolution and Human Origins, Institute of Vertebrate Paleontology and Paleoanthropology, Center for Excellence in Life and Paleoenvironment, Chinese Academy of Sciences, Beijing, China.	38507661
School of Archaeology, Shandong University, Jinan, China.	38507661
Zhejiang Provincial Institute of Cultural Relics and Archaeology, Hangzhou, China.	38507661
National Museum of China, Beijing, China.	38507661
School of History and Culture, Lanzhou University, Lanzhou, China.	38507661
Tibet Institute for Conservation and Research of Cultural Relics, Lhasa, China.	38507661
Key Laboratory of Western China's Environmental Systems (Ministry of Education), College of Earth and Environmental Sciences, Lanzhou University, Lanzhou, China.	38507661
Department of Cultural Heritage and Museology, Nanjing Normal University, Nanjing, China.	38507661
Shandong Provincial Institute of Cultural Relics and Archaeology, Jinan, China.	38507661
Gansu Provincial Institute of Cultural Relics and Archaeology, Lanzhou, China.	38507661
Fudan Archaeological Science Institute, Fudan University, Shanghai, China.	38507661
Qinghai Provincial Cultural Relics and Archaeology Institute, Xining, China.	38507661
Shaanxi Academy of Archaeology, Xi'an, China.	38507661
School of Archaeology and Museology, Shanxi University, Taiyuan, China.	38507661
School of Ecological and Environmental Sciences, East China Normal University, Shanghai, China.	38507661
University of the Chinese Academy of Sciences, Beijing, China.	38507661
Science and Technology Archaeology, National Centre for Archaeology, Beijing, China.	38507661
Joint International Research Laboratory of Environmental and Social Archaeology, Shandong University, Qingdao, China.	38507661
State Key Laboratory of Biocontrol and Guangdong Provincial Key Laboratory of Plant Resources, School of Life Sciences, Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), Sun Yat-sen University, Guangzhou, China.	38507653
School of Ecology, Sun Yat-sen University, Shenzhen, China.	38507653
Institute of Wetland Research, Hainan Academy of Forestry (Hainan Academy of Mangrove), Haikou, China.	38507653
Population Genomics Group, Department of Veterinary Sciences, LMU Munich, Martinsried 82152, Germany.	38507648
Département de biochimie, de microbiologie, et de bio-informatique, Faculté des sciences et de génie, Université Laval, Québec City, Canada.	38489607
Institut de Biologie Intégrative et des Systèmes (IBIS), Pavillon Charles-Eugène-Marchand, Université Laval, Quebec City, Canada.	38489607
Groupe de recherche en écologie buccale, Faculté de médecine dentaire, Université Laval, Québec City, Canada.	38489607
Department of Microbiology & Immunology, Faculty of Medicine and Health Sciences, McGill University, Montreal, Quebec, Canada.	38489607
Félix d'Hérelle Reference Center for Bacterial Viruses, Université Laval, Québec City, Canada.	38489607
Chengdu Institute of Biology, Chinese Academy of Sciences, 610041 Chengdu, Sichuan, China.	38466135
College of Life Sciences, China Jiliang University, Hangzhou, China.	38466135
Department of Integrative Biology, University of Guelph, Guelph, ON N1G2W1, Canada.	38466135
Department of Genetics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA.	38466119
Department of Computational Biology, Cornell University, Ithaca, NY, USA.	38466119
Department of Biochemistry and Molecular Biology, University of Georgia, Athens, GA, USA.	38442736
Institute of Bioinformatics, University of Georgia, Athens, GA, USA.	38442736
Department of Genetics, University of Georgia, Athens, GA, USA.	38442736
GeoBio-Center, Ludwig-Maximilians-Universität München, Richard-Wagner-Str. 10, Munich 80333, Germany.	38437512
Department of Earth and Environmental Sciences, Paleontology & Geobiology, Ludwig-Maximilians-Universität München, Richard-Wagner-Str. 10, Munich 80333, Germany.	38437512
Center for Computation & Technology, Louisiana State University, Baton Rouge, LA 70803, USA.	38437512
Present address: Division of Research, Innovation, and Impact & Department of Veterinary Pathobiology, University of Missouri, Columbia, MO 65211, USA.	38437512
School of Life Sciences, University of Hawai'i at Mānoa, Honolulu, HI 96822, USA.	38437512
Department of Biological Sciences and Museum of Natural Science, Louisiana State University, Baton Rouge, LA 70803, USA.	38437512
School of Zoology, Faculty of Life Sciences, Tel Aviv University, Tel Aviv, Israel.	38427813
School of Computer Science, Reichman University, Herzliya, Israel.	38427813
Department of Microbiology and Immunology, University of Minnesota Medical School, Minneapolis, MN, USA.	38427813
Department of Molecular Genetics, Weizmann Institute of Science, Rehovot, Israel.	38427813
Institute of Biochemistry, Food Science and Nutrition, Robert H. Smith Faculty of Agriculture, Food and Environment, The Hebrew University of Jerusalem, Rehovot, Israel.	38427813
Department of Biomedical Science and Engineering, Konkuk University, Seoul 05029, Republic of Korea.	38427787
State Key Laboratory of Developmental Biology of Freshwater Fish, College of Life Sciences, Hunan Normal University, Changsha 410081, China.	38421617
College of Life Sciences, Hunan Normal University, Changsha 410081, China.	38421617
Integrative Science Center of Germplasm Creation in Western China (CHONGQING) Science City, Key Laboratory of Freshwater Fish Reproduction and Development (Ministry of Education), Key Laboratory of Aquatic Science of Chongqing, School of Life Sciences, Southwest University, Chongqing 400715, China.	38421617
Institute of Reproductive and Stem Cell Engineering, NHC Key Laboratory of Human Stem Cell and Reproductive Engineering, School of Basic Medical Sciences, Central South University, Changsha 410078, China.	38421617
State Key Laboratory of Freshwater Ecology and Biotechnology, Institute of Hydrobiology, Chinese Academy of Sciences, Wuhan, Hubei 430072, China.	38421617
Max Planck Institute of Molecular Cell Biology and Genetics, 01307 Dresden, Germany.	38421032
Center for Systems Biology Dresden, 01307 Dresden, Germany.	38421032
Cluster of Excellence Physics of Life, TU Dresden, 01062 Dresden, Germany.	38421032
School of Biological Sciences, The University of Hong Kong, Hong Kong, China.	38415852
Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA.	38415852
Department of Ecology and Evolutionary Biology, Tulane University, New Orleans, LA 70118, USA.	38415852
Cornell Lab of Ornithology and Department of Neurobiology and Behavior, Cornell University, Ithaca, NY 14853, USA.	38415852
DOE Great Lakes Bioenergy Research Center, University of Wisconsin-Madison, Madison, WI 53726, USA.	38415839
Laboratory of Genetics, Center for Genomic Science Innovation, Wisconsin Energy Institute, J. F. Crow Institute for the Study of Evolution, University of Wisconsin-Madison, Madison, WI 53726, USA.	38415839
Evolutionary Studies Initiative and Department of Biological Sciences, Vanderbilt University, Nashville, TN 37235, USA.	38415839
UCIBIO, Department of Life Sciences, NOVA School of Science and Technology, Universidade NOVA de Lisboa, Caparica, Portugal.	38415839
Biology Department, Villanova University, Villanova, PA 19085, USA.	38415839
Department of Bioinformatics and Genomics, University of North Carolina at Charlotte, Charlotte, NC 28223, USA.	38415839
Westerdijk Fungal Biodiversity Institute, 3584 CT Utrecht, The Netherlands.	38415839
Guangdong Province Key Laboratory of Microbial Signals and Disease Control, Integrative Microbiology Research Center, South China Agricultural University, Guangzhou 510642, China.	38415839
College of Agriculture and Biotechnology and Centre for Evolutionary & Organismal Biology, Zhejiang University, Hangzhou 310058, China.	38415839
Plant Physiology, Department of Organisms and Systems Biology, Faculty of Biology and Biotechnology Institute of Asturias, University of Oviedo, Asturias, Spain.	38411627
Unit of Evolutionary Biology/Systematic Zoology, Institute of Biochemistry and Biology, University of Potsdam, Potsdam, Germany.	38410843
Laboratory of Adaptive Evolution and Genomics, Research Unit of Environmental and Evolutionary Biology, Institute of Life, Earth & Environment, University of Namur, Namur, Belgium.	38410843
Department of Animal Physiology, Institute of Biochemistry and Biology, University of Potsdam, Potsdam, Germany.	38410843
Department of Crop and Animal Science, Faculty of Life Sciences, Humboldt University, Berlin, Germany.	38410843
Institute of Plant Protection, Beijing Academy of Agriculture and Forestry Sciences, Beijing 100097, China.	38401527
Department of Entomology and MOA Key Lab of Pest Monitoring and Green Management, College of Plant Protection, China Agricultural University, Beijing 100193, China.	38401527
Bio21 Institute, School of BioSciences, University of Melbourne, Parkville, Victoria 3010, Australia.	38401527
Department of Zoology, University of Cambridge, Cambridge CB2 3EJ, UK.	38401262
Tree of Life Programme, Wellcome Sanger Institute, Hinxton, UK.	38401262
Friedrich Miescher Laboratory of the Max Planck Society, Tübingen, Germany.	38401262
Centre of Excellence in Biodiversity, University of Rwanda, Huye, Rwanda.	38401262
Mpala Research Centre, Nanyuki 10400, Laikipia, Kenya.	38401262
School of Biosciences, Cardiff University, Cardiff CF 10 3AX, UK.	38401262
UK Centre for Ecology and Hydrology, Wallingford OX10 8BB, UK.	38401262
Institut Botànic de Barcelona (IBB), CSIC-CMCNB, Barcelona, Catalonia, Spain.	38401262
African Butterfly Research Institute, Nairobi, Kenya.	38401262
Centre for Ecology and Conservation, University of Exeter in Cornwall, Penryn TR10 9FE, UK.	38401262
Turkana Basin Institute, Stony Brook University, Stony Brook, NY 11794, USA.	38401262
Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, UK.	38401262
Marine College, Shandong University, Weihai 264209, China.	38391484
Shenzhen Branch, Guangdong Laboratory of Lingnan Modern Agriculture, Key Laboratory of Synthetic Biology, Laboratory of the Ministry of Agriculture and Rural Affairs, Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518120, China.	38391484
College of Science, Health, Engineering and Education, Murdoch University, Murdoch, 6150 Western Australia, Australia.	38391484
State Key Laboratory of Crop Stress Adaptation and Improvement, School of Life Sciences, Henan University, Kaifeng 475004, China.	38391484
National Key Laboratory of Crop Genetic Improvement, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China.	38391484
Bioinformatics and Analytics Core, University of Missouri, Columbia, MO, USA.	38391484
Environmental and Life Sciences Graduate Program, Trent University, Peterborough, Ontario, Canada.	38378172
Department of Forensic Science, Trent University, Peterborough, Ontario, Canada.	38378172
CNRS UPR9022, Institut de Biologie Moléculaire et Cellulaire, Université de Strasbourg, Strasbourg, France.	38377349
Department of Ecology and Evolution, SIB Swiss Institute of Bioinformatics, University of Lausanne, Lausanne, Switzerland.	38377349
School of Basic Medical Science, Sino-French Hoffmann Institute, Guangzhou Medical University, Guangzhou, China.	38377349
Key Laboratory of Epigenetic Regulation and Intervention, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China.	38377343
College of Life Sciences, University of Chinese Academy of Sciences, Beijing 100049, China.	38377343
National Laboratory of Biomacromolecules, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China.	38377343
Shandong First Medical University & Shandong Academy of Medical Sciences, Jinan 250117, Shandong, China.	38377343
Institute of Population Health Sciences, National Health Research Institutes, Taiwan, Republic of China.	38376543
Department of Molecular Biology and Human Genetics, Tzu Chi University, Taiwan, Republic of China.	38376543
Laboratory Animal Center, National Health Research Institutes, Taiwan, Republic of China.	38376543
Regenerative Biology, Morgridge Institute for Research, Madison, WI 53715, USA.	38376487
Southwest Fisheries Science Center, National Oceanic and Atmospheric Administration (NOAA), La Jolla, CA 92037, USA.	38376487
Neuroscience Research Institute, University of California, Santa Barbara, CA, USA.	38376487
Department of Comparative Biology and Experimental Medicine, University of Calgary, Calgary, Canada.	38376487
V.E. Enterprises, Arcata, CA, USA.	38376487
University of Wisconsin Biotechnology Center, Bioinformatics Resource Center, University of Wisconsin - Madison, Madison, WI 53706, USA.	38376487
Vertebrate Genome Lab, The Rockefeller University, New York, NY 10065, USA.	38376487
Center for Gene Regulation in Health and Disease (GRHD), Cleveland State University, Cleveland, OH, USA.	38376487
Department of Biological, Geological and Environmental Sciences, Cleveland State University, Cleveland, OH, USA.	38376487
Center for RNA Science and Therapeutics, School of Medicine, Case Western Reserve University, Cleveland, OH, USA.	38376487
Genome Informatics Section, National Human Genome Research Institute, Bethesda, MD 20892, USA.	38376487
Laboratory of Neurogenetics of Language, The Rockefeller University/HHMI, New York, NY 10065, USA.	38376487
Department of Biology, Pennsylvania State University, University Park, PA 16802, USA.	38376487
Tree of Life, Wellcome Sanger Institute, Cambridge CB10 1SA, UK.	38376487
LOEWE Centre for Translational Biodiversity Genomics, 60325 Frankfurt, Germany.	38376487
Senckenberg Research Institute, 60325 Frankfurt, Germany.	38376487
Institute of Cell Biology and Neuroscience, Faculty of Biosciences, Goethe University Frankfurt, 60438 Frankfurt, Germany.	38376487
Department of Computer Science, Purdue University, West Lafayette, IN 47907, USA.	38376487
Department of Biological Sciences, Purdue University, West Lafayette, IN 47907, USA.	38376487
Department of Entomology, Texas A&M University, College Station, TX 77843, USA.	38376487
Institute for Evolution and Biodiversity (IEB), University of Muenster, 48149, Muenster, Germany.	38376487
